PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Delivery_Status,Negotiation_Savings,Total_Cost,Defect_Rate,Delivery_Time,Compliance_Status
PO-00444,Gamma_Co,2022-05-11,2022-05-25,Packaging,Partially Delivered,502,29.47,28.94,27.0,Yes,Delivered,0.5299999999999976,14527.880000000001,0.053784860557768925,14.0,Compliant
PO-00445,Delta_Logistics,2022-02-12,2022-02-13,MRO,Delivered,1069,91.28,82.64,0.0,Yes,Delivered,8.64,88342.16,0.0,1.0,Compliant
PO-00446,Alpha_Inc,2022-11-12,2022-11-18,MRO,Pending,1902,29.89,25.83,41.0,Yes,Delivered,4.060000000000002,49128.659999999996,0.021556256572029444,6.0,Compliant
PO-00447,Gamma_Co,2023-01-09,,Raw Materials,Pending,865,28.79,25.69,47.0,Yes,Not Delivered,3.099999999999998,22221.850000000002,0.05433526011560694,,Compliant
PO-00448,Delta_Logistics,2022-02-10,2022-02-26,Packaging,Partially Delivered,708,13.36,11.61,0.0,No,Delivered,1.75,8219.88,0.0,16.0,Non-Compliant
PO-00449,Delta_Logistics,2023-01-02,2023-01-07,Packaging,Delivered,1589,55.64,48.52,0.0,Yes,Delivered,7.119999999999997,77098.28,0.0,5.0,Compliant
PO-00450,Alpha_Inc,2022-08-04,2022-08-14,Office Supplies,Delivered,596,62.96,61.88,9.0,Yes,Delivered,1.0799999999999983,36880.48,0.015100671140939598,10.0,Compliant
PO-00451,Epsilon_Group,2023-11-30,2023-12-04,Office Supplies,Delivered,1265,17.66,16.97,34.0,Yes,Delivered,0.6900000000000013,21467.05,0.026877470355731226,4.0,Compliant
PO-00452,Beta_Supplies,2022-09-13,2022-10-01,Raw Materials,Delivered,1122,82.99,81.7,118.0,No,Delivered,1.289999999999992,91667.40000000001,0.1051693404634581,18.0,Non-Compliant
PO-00453,Epsilon_Group,2023-11-14,2023-12-01,Office Supplies,Delivered,1585,56.38,53.05,0.0,Yes,Delivered,3.3300000000000054,84084.25,0.0,17.0,Compliant
PO-00454,Epsilon_Group,2022-04-16,2022-04-27,Electronics,Delivered,66,58.05,50.76,0.0,Yes,Delivered,7.289999999999999,3350.16,0.0,11.0,Compliant
PO-00455,Beta_Supplies,2022-12-29,2023-01-18,MRO,Delivered,1245,52.4,51.65,118.0,No,Delivered,0.75,64304.25,0.09477911646586346,20.0,Non-Compliant
PO-00456,Delta_Logistics,2023-07-28,2023-08-10,Electronics,Delivered,1293,50.21,47.55,0.0,No,Delivered,2.6600000000000037,61482.149999999994,0.0,13.0,Non-Compliant
PO-00457,Beta_Supplies,2023-02-21,2023-02-27,Packaging,Delivered,207,64.29,63.01,25.0,Yes,Delivered,1.2800000000000082,13043.07,0.12077294685990338,6.0,Compliant
PO-00458,Beta_Supplies,2023-09-28,2023-10-18,Office Supplies,Delivered,526,26.37,25.32,47.0,Yes,Delivered,1.0500000000000007,13318.32,0.08935361216730038,20.0,Compliant
PO-00459,Gamma_Co,2022-06-08,2022-06-14,Electronics,Delivered,1119,27.03,23.82,0.0,Yes,Delivered,3.210000000000001,26654.58,0.0,6.0,Compliant
PO-00460,Gamma_Co,2022-08-31,2022-09-02,Packaging,Delivered,1446,90.63,84.51,77.0,Yes,Delivered,6.11999999999999,122201.46,0.05325034578146611,2.0,Compliant
PO-00461,Gamma_Co,2022-06-16,2022-06-24,Office Supplies,Delivered,567,97.53,85.29,21.0,Yes,Delivered,12.239999999999995,48359.43,0.037037037037037035,8.0,Compliant
PO-00462,Delta_Logistics,2022-07-01,,MRO,Delivered,148,44.91,40.1,0.0,No,Not Delivered,4.809999999999995,5934.8,0.0,,Non-Compliant
PO-00463,Beta_Supplies,2023-02-27,2023-03-14,MRO,Pending,1965,36.6,34.64,195.0,Yes,Delivered,1.9600000000000009,68067.6,0.09923664122137404,15.0,Compliant
PO-00464,Alpha_Inc,2022-01-26,2022-02-03,Office Supplies,Pending,1818,67.96,58.98,0.0,Yes,Delivered,8.979999999999997,107225.64,0.0,8.0,Compliant
PO-00465,Beta_Supplies,2022-07-03,2022-07-19,MRO,Delivered,1110,48.19,45.88,112.0,Yes,Delivered,2.309999999999995,50926.8,0.1009009009009009,16.0,Compliant
PO-00466,Delta_Logistics,2022-12-07,,Raw Materials,Delivered,329,12.96,12.74,48.0,Yes,Not Delivered,0.22000000000000064,4191.46,0.1458966565349544,,Compliant
PO-00467,Gamma_Co,2023-02-26,2023-03-17,Office Supplies,Cancelled,1422,25.62,25.18,65.0,Yes,Delivered,0.4400000000000013,35805.96,0.04571026722925457,19.0,Compliant
PO-00468,Delta_Logistics,2023-11-17,,Raw Materials,Delivered,546,82.63,74.77,76.0,No,Not Delivered,7.859999999999999,40824.42,0.1391941391941392,,Non-Compliant
PO-00469,Gamma_Co,2022-09-12,2022-09-22,Office Supplies,Partially Delivered,351,72.08,71.3,20.0,Yes,Delivered,0.7800000000000011,25026.3,0.05698005698005698,10.0,Compliant
PO-00470,Delta_Logistics,2022-10-01,2022-10-18,Raw Materials,Partially Delivered,230,13.0,12.81,0.0,No,Delivered,0.1899999999999995,2946.3,0.0,17.0,Non-Compliant
PO-00471,Alpha_Inc,2022-06-13,2022-06-19,MRO,Delivered,656,30.73,26.26,17.0,Yes,Delivered,4.469999999999999,17226.56,0.025914634146341462,6.0,Compliant
PO-00472,Gamma_Co,2023-12-20,2024-01-09,MRO,Delivered,1172,34.34,32.09,69.0,Yes,Delivered,2.25,37609.48,0.05887372013651877,20.0,Compliant
PO-00473,Gamma_Co,2022-04-21,2022-04-30,Electronics,Delivered,749,71.53,70.02,41.0,Yes,Delivered,1.5100000000000051,52444.979999999996,0.05473965287049399,9.0,Compliant
PO-00474,Beta_Supplies,2023-01-27,2023-02-12,Packaging,Delivered,1042,12.48,12.3,88.0,Yes,Delivered,0.17999999999999972,12816.6,0.08445297504798464,16.0,Compliant
PO-00475,Delta_Logistics,2022-02-09,2022-02-27,Raw Materials,Delivered,1189,19.47,17.15,0.0,No,Delivered,2.3200000000000003,20391.35,0.0,18.0,Non-Compliant
PO-00476,Epsilon_Group,2023-04-27,,Office Supplies,Delivered,240,88.14,81.9,4.0,Yes,Not Delivered,6.239999999999995,19656.0,0.016666666666666666,,Compliant
PO-00477,Epsilon_Group,2022-08-16,2022-09-02,MRO,Delivered,302,26.98,26.47,9.0,Yes,Delivered,0.5100000000000016,7993.94,0.029801324503311258,17.0,Compliant
PO-00478,Beta_Supplies,2022-07-24,2022-08-03,MRO,Pending,1030,70.81,61.58,0.0,No,Delivered,9.230000000000004,63427.4,0.0,10.0,Non-Compliant
PO-00479,Delta_Logistics,2023-04-17,2023-04-23,Office Supplies,Delivered,977,33.79,32.25,137.0,Yes,Delivered,1.5399999999999991,31508.25,0.14022517911975435,6.0,Compliant
PO-00480,Alpha_Inc,2022-12-25,2023-01-11,Packaging,Delivered,1234,19.99,17.66,25.0,Yes,Delivered,2.3299999999999983,21792.44,0.02025931928687196,17.0,Compliant
PO-00481,Beta_Supplies,2022-11-09,2022-11-23,Office Supplies,Delivered,1329,33.48,33.06,146.0,Yes,Delivered,0.4199999999999946,43936.740000000005,0.10985703536493605,14.0,Compliant
PO-00482,Gamma_Co,2022-08-22,2022-08-30,Raw Materials,Delivered,1396,77.63,67.81,58.0,Yes,Delivered,9.819999999999993,94662.76000000001,0.04154727793696275,8.0,Compliant
PO-00483,Alpha_Inc,2022-08-17,2022-08-29,Raw Materials,Delivered,177,90.06,87.71,7.0,Yes,Delivered,2.3500000000000085,15524.669999999998,0.03954802259887006,12.0,Compliant
PO-00484,Delta_Logistics,2022-01-25,,Electronics,Delivered,67,84.72,73.06,9.0,Yes,Not Delivered,11.659999999999997,4895.02,0.13432835820895522,,Compliant
PO-00485,Gamma_Co,2023-11-07,2023-11-20,Office Supplies,Delivered,1866,50.78,48.2,96.0,Yes,Delivered,2.5799999999999983,89941.20000000001,0.05144694533762058,13.0,Compliant
PO-00486,Epsilon_Group,2022-07-17,2022-07-25,MRO,Delivered,1808,72.23,67.86,53.0,Yes,Delivered,4.3700000000000045,122690.88,0.0293141592920354,8.0,Compliant
PO-00487,Delta_Logistics,2023-02-13,2023-02-16,Electronics,Cancelled,615,30.3,29.52,96.0,Yes,Delivered,0.7800000000000011,18154.8,0.15609756097560976,3.0,Compliant
PO-00488,Gamma_Co,2022-12-03,2022-12-04,Office Supplies,Pending,619,38.38,35.02,34.0,Yes,Delivered,3.3599999999999994,21677.38,0.05492730210016155,1.0,Compliant
PO-00489,Delta_Logistics,2022-10-13,2022-10-17,Office Supplies,Delivered,1396,94.75,84.06,210.0,Yes,Delivered,10.689999999999998,117347.76000000001,0.1504297994269341,4.0,Compliant
PO-00490,Gamma_Co,2022-03-13,2022-03-24,MRO,Delivered,1945,11.28,9.98,94.0,Yes,Delivered,1.299999999999999,19411.100000000002,0.04832904884318766,11.0,Compliant
PO-00491,Delta_Logistics,2022-10-13,2022-10-18,Packaging,Delivered,735,18.49,15.89,113.0,No,Delivered,2.599999999999998,11679.15,0.15374149659863945,5.0,Non-Compliant
PO-00492,Epsilon_Group,2022-12-26,2023-01-11,Office Supplies,Pending,1865,30.29,26.83,56.0,Yes,Delivered,3.460000000000001,50037.95,0.030026809651474532,16.0,Compliant
PO-00493,Beta_Supplies,2023-10-19,2023-10-24,Electronics,Cancelled,675,13.69,11.84,52.0,Yes,Delivered,1.8499999999999996,7992.0,0.07703703703703704,5.0,Compliant
PO-00494,Gamma_Co,2023-06-06,2023-06-22,MRO,Pending,1361,28.57,24.29,65.0,Yes,Delivered,4.280000000000001,33058.69,0.04775900073475386,16.0,Compliant
PO-00495,Gamma_Co,2023-02-14,2023-02-15,Raw Materials,Delivered,903,66.53,60.15,29.0,Yes,Delivered,6.380000000000003,54315.45,0.03211517165005537,1.0,Compliant
PO-00496,Epsilon_Group,2023-11-27,,Packaging,Cancelled,1736,53.2,50.68,48.0,Yes,Not Delivered,2.520000000000003,87980.48,0.027649769585253458,,Compliant
PO-00497,Beta_Supplies,2023-07-04,2023-07-11,MRO,Delivered,1011,98.47,97.06,91.0,Yes,Delivered,1.4099999999999966,98127.66,0.09000989119683482,7.0,Compliant
PO-00498,Delta_Logistics,2022-12-06,2022-12-24,Electronics,Delivered,1712,88.17,85.86,246.0,Yes,Delivered,2.3100000000000023,146992.32,0.14369158878504673,18.0,Compliant
PO-00499,Gamma_Co,2022-01-29,,Office Supplies,Delivered,204,40.76,37.46,10.0,Yes,Not Delivered,3.299999999999997,7641.84,0.049019607843137254,,Compliant
PO-00500,Beta_Supplies,2022-04-29,2022-05-13,Electronics,Partially Delivered,539,33.85,30.57,34.0,No,Delivered,3.280000000000001,16477.23,0.06307977736549165,14.0,Non-Compliant
PO-00501,Delta_Logistics,2022-09-25,2022-10-05,Office Supplies,Delivered,1459,45.94,42.56,212.0,No,Delivered,3.3799999999999955,62095.04,0.1453050034270048,10.0,Non-Compliant
PO-00502,Gamma_Co,2022-07-02,2022-07-06,MRO,Delivered,834,65.02,56.19,0.0,Yes,Delivered,8.829999999999998,46862.46,0.0,4.0,Compliant
PO-00503,Gamma_Co,2023-08-18,2023-09-01,Packaging,Partially Delivered,1177,37.37,34.27,60.0,Yes,Delivered,3.0999999999999943,40335.79,0.05097706032285471,14.0,Compliant
PO-00504,Delta_Logistics,2022-09-29,2022-10-19,MRO,Delivered,1466,68.82,66.82,211.0,Yes,Delivered,2.0,97958.12,0.14392905866302866,20.0,Compliant
PO-00505,Epsilon_Group,2022-02-09,2022-02-13,Electronics,Delivered,1884,47.08,44.31,54.0,Yes,Delivered,2.769999999999996,83480.04000000001,0.028662420382165606,4.0,Compliant
PO-00506,Beta_Supplies,2022-04-22,2022-05-08,Electronics,Delivered,295,60.58,57.32,31.0,Yes,Delivered,3.259999999999998,16909.4,0.10508474576271186,16.0,Compliant
PO-00507,Gamma_Co,2023-09-03,2023-09-04,Raw Materials,Delivered,1249,54.18,47.29,59.0,Yes,Delivered,6.890000000000001,59065.21,0.04723779023218575,1.0,Compliant
PO-00508,Delta_Logistics,2023-03-21,2023-04-09,Raw Materials,Delivered,1112,39.06,33.6,184.0,No,Delivered,5.460000000000001,37363.200000000004,0.16546762589928057,19.0,Non-Compliant
PO-00509,Gamma_Co,2022-12-20,2022-12-25,Office Supplies,Delivered,1550,100.61,97.43,66.0,Yes,Delivered,3.1799999999999926,151016.5,0.04258064516129032,5.0,Compliant
PO-00510,Delta_Logistics,2022-11-18,2022-11-19,Electronics,Delivered,1755,82.66,73.67,258.0,No,Delivered,8.989999999999995,129290.85,0.147008547008547,1.0,Non-Compliant
PO-00511,Gamma_Co,2023-03-23,2023-03-31,Raw Materials,Delivered,808,24.19,21.64,39.0,Yes,Delivered,2.5500000000000007,17485.12,0.04826732673267327,8.0,Compliant
PO-00512,Alpha_Inc,2023-09-13,2023-09-19,Raw Materials,Partially Delivered,587,96.98,95.35,14.0,Yes,Delivered,1.6300000000000097,55970.45,0.02385008517887564,6.0,Compliant
PO-00513,Epsilon_Group,2023-06-08,2023-06-11,MRO,Delivered,1940,58.45,50.29,54.0,Yes,Delivered,8.160000000000004,97562.59999999999,0.027835051546391754,3.0,Compliant
PO-00514,Beta_Supplies,2022-04-29,2022-05-11,Office Supplies,Cancelled,1891,91.87,80.28,158.0,Yes,Delivered,11.590000000000003,151809.48,0.08355367530407191,12.0,Compliant
PO-00515,Epsilon_Group,2023-01-30,2023-02-16,Packaging,Delivered,970,86.91,78.44,18.0,Yes,Delivered,8.469999999999999,76086.8,0.018556701030927835,17.0,Compliant
PO-00516,Epsilon_Group,2023-08-14,2023-08-31,MRO,Delivered,457,52.85,50.34,16.0,Yes,Delivered,2.509999999999998,23005.38,0.0350109409190372,17.0,Compliant
PO-00517,Beta_Supplies,2022-07-14,2022-07-27,Office Supplies,Cancelled,574,12.38,11.47,0.0,No,Delivered,0.9100000000000001,6583.780000000001,0.0,13.0,Non-Compliant
PO-00518,Epsilon_Group,2022-09-18,2022-09-20,Office Supplies,Delivered,877,35.55,34.69,24.0,Yes,Delivered,0.8599999999999994,30423.129999999997,0.027366020524515394,2.0,Compliant
PO-00519,Alpha_Inc,2022-02-15,2022-02-27,MRO,Delivered,1579,59.04,50.95,29.0,Yes,Delivered,8.089999999999996,80450.05,0.01836605446485117,12.0,Compliant
PO-00520,Delta_Logistics,2023-12-27,2023-12-28,Raw Materials,Delivered,952,74.72,69.73,0.0,Yes,Delivered,4.989999999999995,66382.96,0.0,1.0,Compliant
PO-00521,Beta_Supplies,2023-03-23,2023-03-26,Raw Materials,Pending,1898,35.53,33.25,187.0,Yes,Delivered,2.280000000000001,63108.5,0.09852476290832456,3.0,Compliant
PO-00522,Delta_Logistics,2022-01-02,2022-01-06,Packaging,Delivered,85,22.54,20.68,6.0,Yes,Delivered,1.8599999999999994,1757.8,0.07058823529411765,4.0,Compliant
PO-00523,Gamma_Co,2023-06-17,2023-06-28,Packaging,Pending,734,92.38,78.92,34.0,No,Delivered,13.459999999999994,57927.28,0.04632152588555858,11.0,Non-Compliant
PO-00524,Alpha_Inc,2023-07-06,2023-07-18,Office Supplies,Delivered,69,107.47,105.53,0.0,Yes,Delivered,1.9399999999999977,7281.57,0.0,12.0,Compliant
PO-00525,Delta_Logistics,2023-12-05,2023-12-11,Packaging,Delivered,370,63.9,55.79,59.0,Yes,Delivered,8.11,20642.3,0.15945945945945947,6.0,Compliant
PO-00526,Delta_Logistics,2023-11-18,2023-12-03,MRO,Delivered,1849,28.25,27.53,271.0,Yes,Delivered,0.7199999999999989,50902.97,0.14656571119524067,15.0,Compliant
PO-00527,Beta_Supplies,2022-07-21,,Packaging,Delivered,561,35.54,30.99,68.0,No,Not Delivered,4.550000000000001,17385.39,0.12121212121212122,,Non-Compliant
PO-00528,Gamma_Co,2023-01-08,2023-01-14,Electronics,Delivered,449,12.35,10.67,29.0,Yes,Delivered,1.6799999999999997,4790.83,0.0645879732739421,6.0,Compliant
PO-00529,Beta_Supplies,2023-03-18,2023-03-21,Office Supplies,Delivered,703,98.75,86.78,59.0,Yes,Delivered,11.969999999999999,61006.340000000004,0.08392603129445235,3.0,Compliant
PO-00530,Gamma_Co,2022-03-13,2022-03-28,Electronics,Delivered,1021,20.8,18.23,37.0,Yes,Delivered,2.5700000000000003,18612.83,0.03623898139079334,15.0,Compliant
PO-00531,Beta_Supplies,2023-11-12,2023-11-19,Office Supplies,Delivered,1956,68.69,65.09,0.0,Yes,Delivered,3.5999999999999943,127316.04000000001,0.0,7.0,Compliant
PO-00532,Delta_Logistics,2022-12-05,2022-12-12,Office Supplies,Partially Delivered,520,36.57,34.78,67.0,No,Delivered,1.7899999999999991,18085.600000000002,0.12884615384615383,7.0,Non-Compliant
PO-00533,Delta_Logistics,2023-10-01,2023-10-12,MRO,Delivered,1216,66.16,63.0,179.0,No,Delivered,3.1599999999999966,76608.0,0.14720394736842105,11.0,Non-Compliant
PO-00534,Alpha_Inc,2022-11-18,,Raw Materials,Delivered,1165,72.06,63.93,0.0,Yes,Not Delivered,8.130000000000003,74478.45,0.0,,Compliant
PO-00535,Delta_Logistics,2023-11-11,2023-11-29,Packaging,Pending,1427,93.99,83.6,213.0,Yes,Delivered,10.39,119297.2,0.14926419060967064,18.0,Compliant
PO-00536,Epsilon_Group,2022-05-08,2022-05-10,Electronics,Delivered,883,29.15,25.75,14.0,Yes,Delivered,3.3999999999999986,22737.25,0.015855039637599093,2.0,Compliant
PO-00537,Delta_Logistics,2022-11-04,2022-11-11,Packaging,Partially Delivered,1873,11.54,9.89,284.0,No,Delivered,1.6499999999999986,18523.97,0.15162840363053925,7.0,Non-Compliant
PO-00538,Epsilon_Group,2023-06-04,2023-06-06,Office Supplies,Delivered,776,24.22,22.53,27.0,Yes,Delivered,1.6899999999999977,17483.280000000002,0.03479381443298969,2.0,Compliant
PO-00539,Delta_Logistics,2022-11-13,2022-11-24,Electronics,Delivered,903,95.55,92.45,149.0,No,Delivered,3.0999999999999943,83482.35,0.16500553709856036,11.0,Non-Compliant
PO-00540,Epsilon_Group,2023-11-14,2023-11-26,Electronics,Delivered,100,98.4,85.76,3.0,Yes,Delivered,12.64,8576.0,0.03,12.0,Compliant
PO-00541,Epsilon_Group,2023-02-23,2023-03-08,Office Supplies,Delivered,1738,67.91,61.15,0.0,Yes,Delivered,6.759999999999998,106278.7,0.0,13.0,Compliant
PO-00542,Delta_Logistics,2022-12-01,2022-12-14,Packaging,Delivered,1771,67.57,61.48,280.0,No,Delivered,6.089999999999996,108881.07999999999,0.15810276679841898,13.0,Non-Compliant
PO-00543,Epsilon_Group,2023-02-17,2023-02-23,Electronics,Delivered,624,74.39,66.3,18.0,No,Delivered,8.090000000000003,41371.2,0.028846153846153848,6.0,Non-Compliant
PO-00544,Alpha_Inc,2023-12-15,2023-12-31,Packaging,Partially Delivered,1263,28.75,27.1,26.0,Yes,Delivered,1.6499999999999986,34227.3,0.02058590657165479,16.0,Compliant
PO-00545,Gamma_Co,2022-10-30,2022-11-16,Electronics,Cancelled,1198,96.45,90.09,0.0,Yes,Delivered,6.359999999999999,107927.82,0.0,17.0,Compliant
PO-00546,Epsilon_Group,2023-07-22,2023-07-25,Raw Materials,Delivered,199,51.98,45.64,0.0,No,Delivered,6.339999999999996,9082.36,0.0,3.0,Non-Compliant
PO-00547,Epsilon_Group,2022-05-11,2022-05-14,MRO,Pending,363,45.37,38.73,0.0,Yes,Delivered,6.640000000000001,14058.989999999998,0.0,3.0,Compliant
PO-00548,Alpha_Inc,2022-07-16,2022-07-22,Office Supplies,Delivered,619,58.4,51.04,0.0,Yes,Delivered,7.359999999999999,31593.76,0.0,6.0,Compliant
PO-00549,Alpha_Inc,2023-03-07,2023-03-18,MRO,Delivered,1415,15.22,13.56,30.0,Yes,Delivered,1.6600000000000001,19187.4,0.02120141342756184,11.0,Compliant
PO-00550,Beta_Supplies,2023-11-12,2023-11-23,Packaging,Delivered,354,27.71,23.87,39.0,No,Delivered,3.84,8449.98,0.11016949152542373,11.0,Non-Compliant
PO-00551,Gamma_Co,2023-01-24,2023-02-03,MRO,Delivered,1765,81.01,78.43,78.0,Yes,Delivered,2.5799999999999983,138428.95,0.04419263456090652,10.0,Compliant
PO-00552,Beta_Supplies,2023-11-25,2023-12-09,MRO,Delivered,731,19.37,17.3,69.0,No,Delivered,2.0700000000000003,12646.300000000001,0.09439124487004104,14.0,Non-Compliant
PO-00553,Epsilon_Group,2022-06-28,2022-07-13,MRO,Delivered,887,65.89,59.67,29.0,Yes,Delivered,6.219999999999999,52927.29,0.03269447576099211,15.0,Compliant
PO-00554,Alpha_Inc,2023-09-23,2023-09-25,MRO,Delivered,1856,35.29,32.41,26.0,Yes,Delivered,2.8800000000000026,60152.95999999999,0.014008620689655173,2.0,Compliant
PO-00555,Epsilon_Group,2023-08-06,2023-08-18,Office Supplies,Delivered,1127,49.32,46.49,30.0,Yes,Delivered,2.8299999999999983,52394.23,0.026619343389529725,12.0,Compliant
PO-00556,Delta_Logistics,2022-11-05,2022-11-19,Raw Materials,Delivered,1052,37.78,32.6,162.0,Yes,Delivered,5.18,34295.200000000004,0.15399239543726237,14.0,Compliant
PO-00557,Gamma_Co,2023-02-20,2023-02-22,Raw Materials,Delivered,493,44.74,41.44,24.0,No,Delivered,3.3000000000000043,20429.92,0.0486815415821501,2.0,Non-Compliant
PO-00558,Delta_Logistics,2023-07-16,2023-07-29,MRO,Partially Delivered,662,81.44,71.33,87.0,Yes,Delivered,10.11,47220.46,0.13141993957703926,13.0,Compliant
PO-00559,Alpha_Inc,2022-01-01,2022-01-07,Raw Materials,Delivered,1042,36.74,35.78,33.0,Yes,Delivered,0.9600000000000009,37282.76,0.03166986564299424,6.0,Compliant
PO-00560,Alpha_Inc,2022-11-08,,Raw Materials,Delivered,313,64.03,57.74,1.0,Yes,Not Delivered,6.289999999999999,18072.62,0.003194888178913738,,Compliant
PO-00561,Alpha_Inc,2022-10-21,2022-11-10,Office Supplies,Delivered,1126,55.22,50.38,0.0,Yes,Delivered,4.839999999999996,56727.880000000005,0.0,20.0,Compliant
PO-00562,Gamma_Co,2022-08-04,2022-08-19,MRO,Delivered,1645,72.17,64.0,79.0,Yes,Delivered,8.170000000000002,105280.0,0.04802431610942249,15.0,Compliant
PO-00563,Beta_Supplies,2023-03-17,2023-03-20,Packaging,Delivered,1053,100.92,92.35,104.0,Yes,Delivered,8.570000000000007,97244.54999999999,0.09876543209876543,3.0,Compliant
PO-00564,Epsilon_Group,2023-08-17,2023-08-29,MRO,Delivered,1693,83.14,73.3,62.0,Yes,Delivered,9.840000000000003,124096.9,0.03662138216184288,12.0,Compliant
PO-00565,Epsilon_Group,2023-09-14,2023-10-03,Raw Materials,Pending,54,32.28,28.65,3.0,Yes,Delivered,3.6300000000000026,1547.1,0.05555555555555555,19.0,Compliant
PO-00566,Epsilon_Group,2023-11-02,2023-11-07,Packaging,Delivered,1176,14.22,12.21,33.0,Yes,Delivered,2.01,14358.960000000001,0.02806122448979592,5.0,Compliant
PO-00567,Epsilon_Group,2022-11-26,2022-12-08,Raw Materials,Delivered,1269,35.28,33.7,35.0,Yes,Delivered,1.5799999999999983,42765.3,0.027580772261623327,12.0,Compliant
PO-00568,Epsilon_Group,2023-04-22,2023-04-25,Raw Materials,Delivered,823,68.32,64.46,19.0,Yes,Delivered,3.8599999999999994,53050.579999999994,0.023086269744835967,3.0,Compliant
PO-00569,Beta_Supplies,2023-03-29,2023-04-15,Electronics,Delivered,926,15.65,13.49,94.0,No,Delivered,2.16,12491.74,0.10151187904967603,17.0,Non-Compliant
PO-00570,Delta_Logistics,2023-03-29,2023-04-09,Electronics,Cancelled,1041,58.5,52.54,170.0,No,Delivered,5.960000000000001,54694.14,0.1633045148895293,11.0,Non-Compliant
PO-00571,Gamma_Co,2023-11-23,2023-12-01,Electronics,Pending,933,70.72,65.47,42.0,Yes,Delivered,5.25,61083.51,0.04501607717041801,8.0,Compliant
PO-00572,Delta_Logistics,2022-08-07,,Raw Materials,Delivered,1423,41.48,40.9,199.0,Yes,Not Delivered,0.5799999999999983,58200.7,0.1398453970484891,,Compliant
PO-00573,Delta_Logistics,2023-06-08,2023-06-14,MRO,Delivered,96,86.13,80.32,12.0,No,Delivered,5.810000000000002,7710.719999999999,0.125,6.0,Non-Compliant
PO-00574,Epsilon_Group,2023-04-30,2023-05-13,MRO,Delivered,916,21.06,19.53,25.0,Yes,Delivered,1.5299999999999976,17889.48,0.027292576419213975,13.0,Compliant
PO-00575,Epsilon_Group,2022-06-23,,Raw Materials,Delivered,872,17.18,16.63,20.0,Yes,Not Delivered,0.5500000000000007,14501.359999999999,0.022935779816513763,,Compliant
PO-00576,Beta_Supplies,2023-11-06,2023-11-15,Electronics,Delivered,985,83.85,80.88,0.0,No,Delivered,2.969999999999999,79666.79999999999,0.0,9.0,Non-Compliant
PO-00577,Gamma_Co,2022-03-28,2022-04-04,Raw Materials,Delivered,1893,55.14,50.1,98.0,Yes,Delivered,5.039999999999999,94839.3,0.051769677760169046,7.0,Compliant
PO-00578,Alpha_Inc,2022-10-18,,MRO,Delivered,705,75.19,69.55,19.0,Yes,Not Delivered,5.640000000000001,49032.75,0.02695035460992908,,Compliant
PO-00579,Delta_Logistics,2023-06-12,2023-06-28,MRO,Delivered,318,53.31,51.78,0.0,No,Delivered,1.5300000000000011,16466.04,0.0,16.0,Non-Compliant
PO-00580,Alpha_Inc,2023-11-11,2023-11-16,Office Supplies,Pending,419,35.72,32.74,7.0,Yes,Delivered,2.979999999999997,13718.060000000001,0.016706443914081145,5.0,Compliant
PO-00581,Gamma_Co,2023-10-11,2023-10-26,MRO,Delivered,685,92.51,90.05,38.0,Yes,Delivered,2.460000000000008,61684.25,0.05547445255474453,15.0,Compliant
PO-00582,Delta_Logistics,2023-09-27,2023-10-12,Office Supplies,Partially Delivered,1179,90.14,82.63,194.0,Yes,Delivered,7.510000000000005,97420.76999999999,0.1645462256149279,15.0,Compliant
PO-00583,Alpha_Inc,2022-12-10,,Raw Materials,Delivered,1743,76.51,65.88,40.0,Yes,Not Delivered,10.63000000000001,114828.84,0.022948938611589215,,Compliant
PO-00584,Alpha_Inc,2022-04-06,2022-04-17,MRO,Delivered,1732,35.01,34.18,40.0,Yes,Delivered,0.8299999999999983,59199.76,0.023094688221709007,11.0,Compliant
PO-00585,Beta_Supplies,2022-08-29,2022-09-01,Office Supplies,Delivered,706,65.33,62.06,60.0,No,Delivered,3.269999999999996,43814.36,0.08498583569405099,3.0,Non-Compliant
PO-00586,Gamma_Co,2023-11-20,2023-11-30,MRO,Cancelled,169,47.16,43.4,0.0,Yes,Delivered,3.759999999999998,7334.599999999999,0.0,10.0,Compliant
PO-00587,Gamma_Co,2022-11-14,2022-11-20,Office Supplies,Pending,880,19.15,18.69,0.0,No,Delivered,0.4599999999999973,16447.2,0.0,6.0,Non-Compliant
PO-00588,Gamma_Co,2022-08-19,2022-08-25,MRO,Delivered,1860,95.8,92.17,105.0,No,Delivered,3.6299999999999955,171436.2,0.056451612903225805,6.0,Non-Compliant
PO-00589,Delta_Logistics,2022-07-23,2022-08-09,MRO,Delivered,1677,22.98,21.71,246.0,Yes,Delivered,1.2699999999999996,36407.67,0.14669051878354203,17.0,Compliant
PO-00590,Beta_Supplies,2022-05-31,2022-06-07,Packaging,Partially Delivered,1131,97.43,91.28,103.0,Yes,Delivered,6.150000000000006,103237.68000000001,0.09106984969053934,7.0,Compliant
PO-00591,Epsilon_Group,2022-01-26,2022-02-03,Raw Materials,Cancelled,1419,50.14,43.46,0.0,Yes,Delivered,6.68,61669.74,0.0,8.0,Compliant
